date,Predictions_update,Actuals,Predictions
2021-08-15,4.960722,4.9,4.9607215
2021-08-16,4.531053,8.6,4.55366
2021-08-17,5.8621645,5.2,4.3292623
2021-08-18,4.686174,9.1,4.149214
2021-08-19,6.023512,6.1,4.019157
2021-08-20,4.8347745,2.6,3.8862495
2021-08-21,3.5030122,7.2,3.8083177
2021-08-22,4.9295673,2.4,3.751294
2021-08-23,3.5016913,8.8,3.708896
2021-08-24,5.6877995,3.3,3.7349796
2021-08-25,4.0529995,2.2,3.8433468
2021-08-26,3.3799646,0.09999999999999964,3.9890041
2021-08-27,2.951461,3.4,4.0996346
2021-08-28,3.6872897,3.2,4.2601676
2021-08-29,4.15758,4.4,4.386366
2021-08-30,4.951645,7.8,4.4936852
2021-08-31,6.7150655,6.1,4.49918
2021-09-01,6.029427,9.3,4.457816
2021-09-02,7.0724483,7.9,4.3913536
2021-09-03,6.0958047,2.3,4.298066
2021-09-04,3.381389,8.1,4.19436
2021-09-05,5.9117823,5.2,4.183815
2021-09-06,4.4350166,2.3,4.307601
2021-09-07,3.2865715,1.9,4.5313883
2021-09-08,3.2778866,3.1,4.6924105
2021-09-09,4.211717,3.8,4.7485666
2021-09-10,4.766429,0.0,4.7457094
2021-09-11,2.984425,6.4,4.712855
2021-09-12,6.6442327,1.0000000000000004,4.644569
2021-09-13,3.494976,0.09999999999999964,4.5293016
2021-09-14,3.475548,6.0,4.3373275
2021-09-15,6.264911,6.4,4.002312
2021-09-16,6.0147433,3.0,3.4411788
2021-09-17,4.285721,0.0,2.9950209
2021-09-18,3.5011556,0.20000000000000018,2.5311272
2021-09-19,3.5132515,0.0,2.514011
2021-09-20,3.2230775,6.0,2.3742294
2021-09-21,3.552716,3.4,2.2503583
2021-09-22,3.092872,2.0,2.201556
2021-09-23,2.625044,0.0,2.2002897
2021-09-24,2.041856,3.4,2.4580493
2021-09-25,2.1743689,4.2,3.0346587
2021-09-26,3.9689653,3.8,3.337926
2021-09-27,4.3440175,7.9,3.5700533
2021-09-28,5.6761436,7.3,3.9770973
2021-09-29,6.511011,6.3,4.129824
2021-09-30,6.091519,8.2,4.151383
2021-10-01,6.916975,8.3,4.08231
2021-10-02,7.1054163,5.1,3.9247308
2021-10-03,5.6721473,1.1,3.7252314
2021-10-04,4.6599307,3.0,3.832268
2021-10-05,5.148474,1.7999999999999998,3.8039975
2021-10-06,4.667546,8.7,4.0230994
2021-10-07,4.8868203,8.7,4.824024
2021-10-08,4.3618994,8.6,4.4804163
2021-10-09,3.913215,6.9,4.0708156
2021-10-10,3.0555222,4.4,4.403656
2021-10-11,2.6987624,4.6,4.367215
2021-10-12,2.889724,6.2,4.1647096
2021-10-13,3.0000327,4.3,3.4868813
2021-10-14,3.0774224,4.2,3.0796654
2021-10-15,3.8396974,7.5,2.7678225
2021-10-16,5.2910438,7.0,2.0275404
2021-10-17,5.379836,4.9,1.6851994
2021-10-18,4.793501,9.6,1.6693643
2021-10-19,6.71383,7.3,1.8670509
2021-10-20,6.007623,7.3,1.974755
2021-10-21,6.081205,9.0,2.4581614
2021-10-22,6.743635,4.3,2.9300811
2021-10-23,4.9883685,5.1,3.4100213
2021-10-24,5.0688396,2.0,3.7140512
