date,scn-1,scn-2,scn-3,Actuals
2021-10-27,23.462004,23.462004,23.462004,23.3
2021-10-28,23.414158,23.553267,23.553267,24.6
2021-10-29,23.817617,23.68779,23.68779,24.5
2021-10-30,23.831581,23.831581,23.7467,23.7
2021-10-31,23.64642,23.650183,23.692812,21.3
2021-11-01,23.312988,23.509817,23.601233,23.5
2021-11-02,23.405756,23.405756,23.437683,22.9
2021-11-03,23.347786,23.40767,23.347786,24.2
2021-11-04,23.582209,23.2959,23.285349,25.1
2021-11-05,24.040188,24.040188,23.153215,23.3
2021-11-06,23.225973,23.57566,23.108053,22.7
2021-11-07,22.901926,23.278654,23.049368,22.7
2021-11-08,22.916016,22.916016,23.019274,24.7
2021-11-09,23.652462,23.024748,22.983278,24.6
2021-11-10,23.76068,23.090822,23.76068,23.8
2021-11-11,23.415865,23.415865,23.390018,25.4
2021-11-12,24.314268,23.230728,23.210625,23.4
2021-11-13,23.342049,23.134735,23.120241,22.9
2021-11-14,23.11422,23.11422,23.081444,22.8
2021-11-15,23.127699,23.171028,23.10579,22.9
2021-11-16,23.255434,23.258701,23.162169,24.7
2021-11-17,23.585863,23.585863,23.585863,22.3
2021-11-18,23.32667,23.465109,23.465109,23.3
2021-11-19,23.529089,23.530926,23.530926,23.3
2021-11-20,23.647379,23.647379,23.620913,24.4
2021-11-21,23.765589,23.723331,23.63835,23.2
2021-11-22,23.586512,23.642807,23.572685,22.4
2021-11-23,23.444492,23.444492,23.476746,22.7
2021-11-24,23.42516,23.48029,23.42516,22.8
2021-11-25,23.41687,23.477583,23.475798,22.7
2021-11-26,23.369112,23.369112,23.454418,23.5
2021-11-27,23.378998,23.38765,23.413862,22.7
2021-11-28,23.259993,23.345146,23.367939,22.9
2021-11-29,23.27817,23.27817,23.351732,23.5
2021-11-30,23.37104,23.29874,23.26238,22.2
2021-12-01,23.019331,23.313396,23.019331,23.0
2021-12-02,22.944765,22.944765,22.949785,24.5
2021-12-03,23.620169,22.961237,22.966063,24.6
2021-12-04,23.819426,23.012259,23.016037,23.5
2021-12-05,23.356552,23.356552,23.075232,22.2
