date,Predictions,Actuals
2021-10-27,23.354399,23.3
2021-10-28,23.32776,24.6
2021-10-29,23.339449,24.5
2021-10-30,23.407656,23.7
2021-10-31,23.47816,21.3
2021-11-01,23.542797,23.5
2021-11-02,23.590652,22.9
2021-11-03,23.6237,24.2
2021-11-04,23.63083,25.1
2021-11-05,23.609808,23.3
2021-11-06,23.565123,22.7
2021-11-07,23.505318,22.7
2021-11-08,23.416157,24.7
2021-11-09,23.338615,24.6
2021-11-10,23.24468,23.8
2021-11-11,23.154526,25.4
2021-11-12,23.075432,23.4
2021-11-13,23.009035,22.9
2021-11-14,22.954655,22.8
2021-11-15,22.908987,22.9
2021-11-16,22.862944,24.7
2021-11-17,22.821465,22.3
2021-11-18,22.794264,23.3
2021-11-19,22.787357,23.3
2021-11-20,22.804226,24.4
2021-11-21,22.83068,23.2
2021-11-22,22.854382,22.4
2021-11-23,22.860458,22.7
2021-11-24,22.860653,22.8
2021-11-25,22.857689,22.7
2021-11-26,22.85393,23.5
2021-11-27,22.850868,22.7
2021-11-28,22.850786,22.9
2021-11-29,22.856054,23.5
2021-11-30,22.867445,22.2
2021-12-01,22.882387,23.0
2021-12-02,22.899914,24.5
2021-12-03,22.919424,24.6
2021-12-04,22.939812,23.5
2021-12-05,22.960974,22.2
2021-12-06,22.983774,24.3
2021-12-07,23.007261,23.1
2021-12-08,23.031025,23.2
2021-12-09,23.052322,23.9
2021-12-10,23.072435,24.8
2021-12-11,23.0909,24.2
2021-12-12,23.106377,24.1
2021-12-13,23.117426,24.2
2021-12-14,23.123291,23.8
2021-12-15,23.12358,23.0
2021-12-16,23.10361,24.3
2021-12-17,23.072992,23.2
2021-12-18,23.051819,23.4
2021-12-19,23.023397,21.9
2021-12-20,22.981482,22.7
2021-12-21,22.893396,21.2
2021-12-22,22.834059,22.2
2021-12-23,22.809015,22.6
2021-12-24,22.841785,23.1
2021-12-25,22.894567,22.5
2021-12-26,22.944109,22.2
2021-12-27,23.000095,22.4
2021-12-28,23.032469,22.5
2021-12-29,23.072971,23.0
2021-12-30,23.096056,21.7
2021-12-31,23.094217,22.6
2022-01-01,23.090466,22.2
2022-01-02,23.077862,22.9
2022-01-03,23.067947,20.5
2022-01-04,23.065945,22.4
2022-01-05,23.067446,22.3
2022-01-06,23.062838,22.9
2022-01-07,23.080996,22.8
2022-01-08,23.100946,22.1
2022-01-09,23.111301,22.2
2022-01-10,23.10218,21.4
2022-01-11,23.099283,21.3
2022-01-12,23.061909,21.8
2022-01-13,23.02923,21.7
2022-01-14,22.999704,22.5
2022-01-15,22.949823,21.4
2022-01-16,22.920675,21.8
2022-01-17,22.931122,21.7
2022-01-18,22.936476,21.5
2022-01-19,22.937704,22.1
2022-01-20,22.945385,22.5
2022-01-21,22.953203,21.8
2022-01-22,22.963299,22.3
2022-01-23,22.976976,22.8
2022-01-24,22.987074,22.4
2022-01-25,22.996058,23.3
2022-01-26,23.005127,23.6
2022-01-27,23.01372,23.0
2022-01-28,23.023228,22.8
2022-01-29,23.03432,22.7
2022-01-30,23.047207,23.1
2022-01-31,23.059858,23.0
2022-02-01,23.071428,23.5
2022-02-02,23.08179,22.4
2022-02-03,23.086226,21.6
2022-02-04,23.085348,22.4
2022-02-05,23.080702,23.0
2022-02-06,23.07269,23.7
2022-02-07,23.063868,24.0
2022-02-08,23.054098,22.6
2022-02-09,23.043537,22.1
2022-02-10,23.031252,23.3
2022-02-11,23.017757,23.7
2022-02-12,23.003517,22.6
2022-02-13,22.999804,22.5
2022-02-14,23.007177,22.2
2022-02-15,23.016752,21.2
2022-02-16,23.027157,22.3
2022-02-17,23.036457,21.4
2022-02-18,23.042862,21.5
2022-02-19,23.045952,21.6
2022-02-20,23.04524,21.9
2022-02-21,23.040855,22.0
2022-02-22,23.033218,20.5
2022-02-23,23.022608,22.1
2022-02-24,23.009462,23.3
2022-02-25,22.99577,21.8
2022-02-26,22.984118,22.7
2022-02-27,22.96596,23.0
2022-02-28,22.951065,22.1
2022-03-01,22.933142,22.4
2022-03-02,22.915712,22.5
2022-03-03,22.91623,21.8
2022-03-04,22.92037,22.8
2022-03-05,22.920454,22.9
2022-03-06,22.921898,22.8
2022-03-07,22.924866,22.3
2022-03-08,22.929409,21.9
2022-03-09,22.935532,23.8
2022-03-10,22.943136,22.6
2022-03-11,22.951908,22.7
2022-03-12,22.96126,22.2
2022-03-13,22.97069,23.4
2022-03-14,22.980135,23.5
2022-03-15,22.98968,23.7
2022-03-16,22.999348,22.9
2022-03-17,23.009113,22.5
2022-03-18,23.018917,23.4
2022-03-19,23.028635,23.6
2022-03-20,23.038086,22.1
2022-03-21,23.047163,22.9
2022-03-22,23.055552,23.3
2022-03-23,23.063063,22.4
2022-03-24,23.069548,22.9
2022-03-25,23.07473,22.9
2022-03-26,23.071638,22.9
2022-03-27,23.065718,23.1
2022-03-28,23.05753,24.2
2022-03-29,23.047731,22.0
2022-03-30,23.036882,22.3
2022-03-31,23.025257,22.4
