date,Predictions,Actuals
2021-10-27,23.44442,23.3
2021-10-28,23.371931,24.6
2021-10-29,23.339722,24.5
2021-10-30,23.318678,23.7
2021-10-31,23.304745,21.3
2021-11-01,23.296213,23.5
2021-11-02,23.29323,22.9
2021-11-03,23.300385,24.2
2021-11-04,23.31833,25.1
2021-11-05,23.343004,23.3
2021-11-06,23.3694,22.7
2021-11-07,23.391844,22.7
2021-11-08,23.405134,24.7
2021-11-09,23.40634,24.6
2021-11-10,23.394201,23.8
2021-11-11,23.368877,25.4
2021-11-12,23.330776,23.4
2021-11-13,23.282429,22.9
2021-11-14,23.224155,22.8
2021-11-15,23.158773,22.9
2021-11-16,23.090075,24.7
2021-11-17,23.020199,22.3
2021-11-18,22.95475,23.3
2021-11-19,22.901012,23.3
2021-11-20,22.857117,24.4
2021-11-21,22.820341,23.2
2021-11-22,22.791328,22.4
2021-11-23,22.768475,22.7
2021-11-24,22.75797,22.8
2021-11-25,22.752449,22.7
2021-11-26,22.753466,23.5
2021-11-27,22.753874,22.7
2021-11-28,22.743073,22.9
2021-11-29,22.732811,23.5
2021-11-30,22.72055,22.2
2021-12-01,22.705963,23.0
2021-12-02,22.700089,24.5
2021-12-03,22.704073,24.6
2021-12-04,22.725195,23.5
2021-12-05,22.747202,22.2
2021-12-06,22.761171,24.3
2021-12-07,22.777702,23.1
2021-12-08,22.79617,23.2
2021-12-09,22.81896,23.9
2021-12-10,22.838837,24.8
2021-12-11,22.856237,24.2
2021-12-12,22.873592,24.1
2021-12-13,22.891237,24.2
2021-12-14,22.909088,23.8
2021-12-15,22.926666,23.0
2021-12-16,22.943556,24.3
2021-12-17,22.960577,23.2
2021-12-18,22.977404,23.4
2021-12-19,22.994108,21.9
2021-12-20,23.009596,22.7
2021-12-21,23.02406,21.2
2021-12-22,23.038225,22.2
2021-12-23,23.051136,22.6
2021-12-24,23.060163,23.1
2021-12-25,23.061039,22.5
2021-12-26,23.059969,22.2
2021-12-27,23.05673,22.4
2021-12-28,23.05209,22.5
2021-12-29,23.045855,23.0
2021-12-30,23.038715,21.7
2021-12-31,23.03113,22.6
2022-01-01,23.023438,22.2
2022-01-02,23.017048,22.9
2022-01-03,23.01137,20.5
2022-01-04,23.003246,22.4
2022-01-05,22.995605,22.3
2022-01-06,22.990366,22.9
2022-01-07,22.986336,22.8
2022-01-08,22.983604,22.1
2022-01-09,22.981997,22.2
2022-01-10,22.98131,21.4
2022-01-11,22.98151,21.3
2022-01-12,22.982069,21.8
2022-01-13,22.98301,21.7
2022-01-14,22.984058,22.5
2022-01-15,22.984764,21.4
2022-01-16,22.985128,21.8
2022-01-17,22.984936,21.7
2022-01-18,22.984142,21.5
2022-01-19,22.982437,22.1
2022-01-20,22.98013,22.5
2022-01-21,22.977083,21.8
2022-01-22,22.973434,22.3
2022-01-23,22.969547,22.8
2022-01-24,22.965273,22.4
2022-01-25,22.961264,23.3
2022-01-26,22.956903,23.6
2022-01-27,22.952932,23.0
2022-01-28,22.949554,22.8
2022-01-29,22.946978,22.7
2022-01-30,22.945263,23.1
2022-01-31,22.944242,23.0
2022-02-01,22.944056,23.5
2022-02-02,22.944637,22.4
2022-02-03,22.945717,21.6
2022-02-04,22.947187,22.4
2022-02-05,22.948837,23.0
2022-02-06,22.951298,23.7
2022-02-07,22.958721,24.0
2022-02-08,22.96604,22.6
2022-02-09,22.968788,22.1
2022-02-10,22.973099,23.3
2022-02-11,22.979748,23.7
2022-02-12,22.985748,22.6
2022-02-13,22.99048,22.5
2022-02-14,22.994762,22.2
2022-02-15,22.999235,21.2
2022-02-16,23.000235,22.3
2022-02-17,22.994663,21.4
2022-02-18,22.981398,21.5
2022-02-19,22.98023,21.6
2022-02-20,22.971598,21.9
2022-02-21,22.963835,22.0
2022-02-22,22.961262,20.5
2022-02-23,22.963646,22.1
2022-02-24,22.981337,23.3
2022-02-25,23.026062,21.8
2022-02-26,23.022802,22.7
2022-02-27,23.033693,23.0
2022-02-28,23.005402,22.1
2022-03-01,22.983437,22.4
2022-03-02,22.994389,22.5
2022-03-03,22.99604,21.8
2022-03-04,22.935976,22.8
2022-03-05,22.88032,22.9
2022-03-06,22.840435,22.8
2022-03-07,22.817627,22.3
2022-03-08,22.807283,21.9
2022-03-09,22.80205,23.8
2022-03-10,22.796888,22.6
2022-03-11,22.790752,22.7
2022-03-12,22.78574,22.2
2022-03-13,22.785902,23.4
2022-03-14,22.795547,23.5
2022-03-15,22.815458,23.7
2022-03-16,22.840273,22.9
2022-03-17,22.862259,22.5
2022-03-18,22.876898,23.4
2022-03-19,22.88377,23.6
2022-03-20,22.8844,22.1
2022-03-21,22.880585,22.9
2022-03-22,22.873838,23.3
2022-03-23,22.86533,22.4
2022-03-24,22.855982,22.9
2022-03-25,22.84653,22.9
2022-03-26,22.837566,22.9
2022-03-27,22.829536,23.1
2022-03-28,22.822773,24.2
2022-03-29,22.817495,22.0
2022-03-30,22.813843,22.3
2022-03-31,22.81189,22.4
