date,Predictions,Actuals
2021-08-15,19.664005,19.3
2021-08-16,19.907862,20.8
2021-08-17,19.993454,19.0
2021-08-18,20.001966,19.4
2021-08-19,19.97564,18.9
2021-08-20,19.936028,20.0
2021-08-21,19.894873,20.0
2021-08-22,19.852398,19.5
2021-08-23,19.814777,19.2
2021-08-24,19.780289,19.0
2021-08-25,19.748291,19.2
2021-08-26,19.72118,18.4
2021-08-27,19.694862,19.6
2021-08-28,19.67397,19.2
2021-08-29,19.654503,20.9
2021-08-30,19.636665,19.0
2021-08-31,19.620275,18.6
2021-09-01,19.608194,18.4
2021-09-02,19.599907,20.4
2021-09-03,19.594114,18.3
2021-09-04,19.591713,20.4
2021-09-05,19.590956,20.8
2021-09-06,19.594334,19.8
2021-09-07,19.600735,20.8
2021-09-08,19.609093,21.0
2021-09-09,19.621975,21.6
2021-09-10,19.638245,20.0
2021-09-11,19.656475,20.8
2021-09-12,19.674988,20.3
2021-09-13,19.69454,20.2
2021-09-14,19.714846,19.8
2021-09-15,19.73574,20.0
2021-09-16,19.757488,20.8
2021-09-17,19.780264,21.0
2021-09-18,19.803331,18.8
2021-09-19,19.826208,20.2
2021-09-20,19.848253,20.8
2021-09-21,19.870098,20.0
2021-09-22,19.891453,20.6
2021-09-23,19.911362,20.1
2021-09-24,19.929844,18.8
2021-09-25,19.94655,20.3
2021-09-26,19.962002,21.6
2021-09-27,19.9753,20.2
2021-09-28,19.988665,20.0
2021-09-29,20.000572,18.4
2021-09-30,20.008793,20.8
2021-10-01,20.016483,20.0
2021-10-02,20.02398,21.2
2021-10-03,20.029974,21.0
2021-10-04,20.03346,20.2
2021-10-05,20.033672,19.8
2021-10-06,20.033329,18.6
2021-10-07,20.029387,18.2
2021-10-08,20.022835,18.8
2021-10-09,20.016874,20.3
2021-10-10,20.016338,19.8
2021-10-11,20.008862,19.6
2021-10-12,20.000364,21.8
2021-10-13,19.984388,19.8
2021-10-14,19.961906,18.9
2021-10-15,19.95323,18.6
2021-10-16,19.94237,17.8
2021-10-17,19.935513,18.6
2021-10-18,19.933157,19.2
2021-10-19,19.932743,20.8
2021-10-20,19.920336,19.4
2021-10-21,19.907606,19.0
2021-10-22,19.898745,20.9
2021-10-23,19.88747,20.2
2021-10-24,19.880995,19.8
2021-10-25,19.881552,18.2
2021-10-26,19.871208,19.3
2021-10-27,19.865782,18.6
2021-10-28,19.867874,18.8
2021-10-29,19.87583,20.6
2021-10-30,19.878328,21.6
2021-10-31,19.874392,19.2
2021-11-01,19.864044,18.1
2021-11-02,19.852495,18.0
2021-11-03,19.840092,19.0
2021-11-04,19.83571,20.6
2021-11-05,19.831028,21.1
2021-11-06,19.826288,20.2
2021-11-07,19.82183,19.3
2021-11-08,19.817783,19.7
2021-11-09,19.811174,20.9
2021-11-10,19.805044,19.4
2021-11-11,19.798111,20.8
2021-11-12,19.795137,20.0
2021-11-13,19.791275,20.0
2021-11-14,19.789932,20.2
2021-11-15,19.789118,19.8
2021-11-16,19.786938,20.6
2021-11-17,19.785486,19.5
