date,Predictions,Actuals
2021-08-15,19.2704377745496,19.3
2021-08-16,19.492574473942465,20.8
2021-08-17,20.221295817050258,19.0
2021-08-18,19.156913083360223,19.4
2021-08-19,19.111725295976058,18.9
2021-08-20,20.293452872298662,20.0
2021-08-21,19.684010689316565,20.0
2021-08-22,19.421116933843862,19.5
2021-08-23,19.08887917899263,19.2
2021-08-24,18.76160920608781,19.0
2021-08-25,18.828310826858456,19.2
2021-08-26,20.36762382718709,18.4
2021-08-27,19.567649444230668,19.6
2021-08-28,18.922406651932775,19.2
2021-08-29,19.53168278453756,20.9
2021-08-30,20.253435214971077,19.0
2021-08-31,19.913268742423085,18.6
2021-09-01,20.161613503388136,18.4
2021-09-02,17.575275991007135,20.4
2021-09-03,19.563038506014376,18.3
2021-09-04,18.420599920588522,20.4
2021-09-05,19.335348352904923,20.8
2021-09-06,19.598539290500565,19.8
2021-09-07,20.058767793560644,20.8
2021-09-08,20.158245182872932,21.0
2021-09-09,20.065529070274028,21.6
2021-09-10,19.903430515791225,20.0
2021-09-11,20.38840652529433,20.8
2021-09-12,20.489964416156596,20.3
2021-09-13,20.490631661762237,20.2
2021-09-14,20.085111723865303,19.8
2021-09-15,19.90940241861333,20.0
2021-09-16,19.164132601610792,20.8
2021-09-17,20.866263928598144,21.0
2021-09-18,20.035430647776373,18.8
2021-09-19,19.592971574563066,20.2
2021-09-20,19.55384977930203,20.8
2021-09-21,20.292503413031127,20.0
2021-09-22,19.921563059156917,20.6
2021-09-23,20.349047351115463,20.1
2021-09-24,19.969252338435137,18.8
2021-09-25,19.313923463752705,20.3
2021-09-26,19.07304545251729,21.6
2021-09-27,20.941084387915115,20.2
2021-09-28,20.546389026685574,20.0
2021-09-29,19.444044326320665,18.4
2021-09-30,19.730228655078545,20.8
2021-10-01,20.374294348363893,20.0
2021-10-02,19.579084161838104,21.2
2021-10-03,20.589718628435183,21.0
2021-10-04,19.879663556604047,20.2
2021-10-05,20.302825514461592,19.8
2021-10-06,19.69839165524302,18.6
2021-10-07,19.756420677716495,18.2
2021-10-08,19.08047195547801,18.8
2021-10-09,19.050334053410477,20.3
2021-10-10,20.432752725844207,19.8
2021-10-11,19.47410965589014,19.6
2021-10-12,19.64313365198813,21.8
2021-10-13,20.775381119589515,19.8
2021-10-14,20.130190072700227,18.9
2021-10-15,20.128850411873515,18.6
2021-10-16,18.988642709219217,17.8
2021-10-17,19.56781341229366,18.6
2021-10-18,19.337173238298487,19.2
2021-10-19,20.26218276990377,20.8
2021-10-20,19.911520235149144,19.4
2021-10-21,19.95896323945095,19.0
2021-10-22,17.820030260167453,20.9
2021-10-23,19.381645443786542,20.2
2021-10-24,19.701872479379293,19.8
2021-10-25,20.33009793930196,18.2
2021-10-26,18.94390602182277,19.3
2021-10-27,19.482124964851025,18.6
2021-10-28,19.563978601980168,18.8
2021-10-29,19.981991188771957,20.6
2021-10-30,19.81959494736786,21.6
2021-10-31,20.516104023408264,19.2
2021-11-01,20.14853921018782,18.1
2021-11-02,19.43646348406556,18.0
2021-11-03,18.800949031978494,19.0
2021-11-04,18.786979198334326,20.6
2021-11-05,19.589421056924607,21.1
2021-11-06,20.211726791947136,20.2
2021-11-07,20.19332700573349,19.3
2021-11-08,19.32199507180525,19.7
2021-11-09,19.69481323792182,20.9
2021-11-10,20.204535317760634,19.4
2021-11-11,19.595843508809274,20.8
2021-11-12,20.472524845539542,20.0
2021-11-13,19.728541821614883,20.0
2021-11-14,19.668375187114872,20.2
2021-11-15,19.711607363540608,19.8
2021-11-16,20.18700168203288,20.6
2021-11-17,19.180977782078877,19.5
2021-11-18,19.887893858191045,20.3
2021-11-19,20.702833808026877,19.2
2021-11-20,19.980437908717327,18.5
2021-11-21,18.360559168312154,19.8
2021-11-22,19.64436775674995,18.8
2021-11-23,20.00567799944281,18.6
2021-11-24,19.16869135568439,18.9
2021-11-25,19.961586778966574,20.6
2021-11-26,19.984659338812577,21.3
2021-11-27,20.35846863171814,21.2
2021-11-28,21.070980806827574,20.0
2021-11-29,20.57374196393047,20.4
2021-11-30,20.51263957078646,20.9
2021-12-01,20.777314255025406,21.0
2021-12-02,20.199351539564855,20.7
2021-12-03,21.116561702806173,21.2
2021-12-04,20.676899225872464,21.7
2021-12-05,21.33639737656142,20.2
2021-12-06,20.218469919887518,21.4
2021-12-07,21.215687180528047,21.4
2021-12-08,20.623496795368737,21.2
2021-12-09,20.64700728754243,21.8
2021-12-10,21.900651395210303,22.4
2021-12-11,21.602678811134783,22.4
2021-12-12,21.090316074514075,22.0
2021-12-13,21.12759361395012,21.6
2021-12-14,21.81814364401475,21.9
2021-12-15,20.993369117859938,20.6
2021-12-16,21.378876245946124,21.0
2021-12-17,21.18950597040971,20.2
2021-12-18,20.93156475934882,20.7
2021-12-19,21.448609139316858,19.2
2021-12-20,20.916313032579655,20.0
2021-12-21,20.588580867509037,20.4
2021-12-22,20.739679296367,19.2
2021-12-23,20.313473341028082,20.8
2021-12-24,20.530142262945933,19.6
2021-12-25,20.61408696516411,20.2
2021-12-26,20.17946714015629,21.2
2021-12-27,20.964375041820585,21.0
2021-12-28,20.774523775789486,20.0
2021-12-29,20.08324805025034,20.0
2021-12-30,20.600197644456838,20.4
2021-12-31,20.48540364245552,20.9
2022-01-01,21.143950402940103,20.5
2022-01-02,20.337962775168382,20.2
2022-01-03,20.01766952160566,19.2
2022-01-04,19.75388022167084,20.6
2022-01-05,20.369826426015234,19.4
2022-01-06,19.901951005929224,21.4
2022-01-07,21.25584391902565,21.4
