date,scn-1,scn-2,scn-3,Actuals
2021-08-15,19.2704377745496,19.2704377745496,19.2704377745496,19.3
2021-08-16,19.492574473942465,19.481530619496716,19.481530619496716,20.8
2021-08-17,20.221295817050258,19.69530039287392,19.69530039287392,19.0
2021-08-18,19.156913083360223,19.156913427211055,19.38224944316465,19.4
2021-08-19,19.111725295976058,19.014774514085076,19.008981581125717,18.9
2021-08-20,20.293452872298662,20.32299139396989,20.317365456465396,20.0
2021-08-21,19.684010689316565,19.684002842973143,19.796505049581967,20.0
2021-08-22,19.421116933843862,19.2893572713134,19.42112038564451,19.5
2021-08-23,19.08887917899263,18.992278928400662,19.056487129206573,19.2
2021-08-24,18.76160920608781,18.7616113998932,18.69989700901429,19.0
2021-08-25,18.828310826858456,18.73487386263181,18.699980371033377,19.2
2021-08-26,20.36762382718709,20.217208303935127,20.193495575469534,18.4
2021-08-27,19.567649444230668,19.567623445466772,20.16031629632314,19.6
2021-08-28,18.922406651932775,18.908423803761043,19.16945462684409,19.2
2021-08-29,19.53168278453756,19.42588471855147,19.531691380334127,20.9
2021-08-30,20.253435214971077,20.253455812492785,19.705777052731037,19.0
2021-08-31,19.913268742423085,20.35760007953464,20.115808932271396,18.6
2021-09-01,20.161613503388136,20.772965357013067,20.578075158023307,18.4
2021-09-02,17.575275991007135,17.574729357447538,18.673452820216422,20.4
2021-09-03,19.563038506014376,18.47532909660919,19.025287161603977,18.3
2021-09-04,18.420599920588522,18.392767390022204,18.876590552839208,20.4
2021-09-05,19.335348352904923,19.33574007684066,19.335700216393363,20.8
2021-09-06,19.598539290500565,18.962921393883597,18.962895507053677,19.8
2021-09-07,20.058767793560644,19.71791606319639,19.717920271542372,20.8
2021-09-08,20.158245182872932,20.157639615555,19.58250741442032,21.0
2021-09-09,20.065529070274028,19.7041048992569,19.307417342462724,21.6
2021-09-10,19.903430515791225,18.98515316451931,18.596309223188626,20.0
2021-09-11,20.38840652529433,20.38856559170115,19.610764401948707,20.8
2021-09-12,20.489964416156596,20.326727920533457,20.49048028534143,20.3
2021-09-13,20.490631661762237,20.48703829455099,20.563127729127043,20.2
2021-09-14,20.085111723865303,20.085629542176836,20.23693243346117,19.8
2021-09-15,19.90940241861333,20.019413764361314,20.105882418546717,20.0
2021-09-16,19.164132601610792,19.18372800299572,19.269163611113367,20.8
2021-09-17,20.866263928598144,20.866327311065024,20.379754671723624,21.0
2021-09-18,20.035430647776373,19.976233146607065,19.758104590600617,18.8
2021-09-19,19.592971574563066,20.01239774920919,19.592021680815012,20.2
2021-09-20,19.55384977930203,19.55448266936012,19.30113712556751,20.8
2021-09-21,20.292503413031127,19.802044127829642,19.68875850291113,20.0
2021-09-22,19.921563059156917,19.80317681895991,19.705376775672782,20.6
2021-09-23,20.349047351115463,20.34942732129455,19.856784047987365,20.1
2021-09-24,19.969252338435137,20.06860737731733,19.735581860302272,18.8
2021-09-25,19.313923463752705,19.802851114747515,19.49826851813209,20.3
2021-09-26,19.07304545251729,19.073312597720765,19.072935974081975,21.6
2021-09-27,20.941084387915115,19.9804093849201,19.98010414547824,20.2
2021-09-28,20.546389026685574,20.391725794153626,20.391386339156366,20.0
2021-09-29,19.444044326320665,19.443832343011866,19.387542151792953,18.4
2021-09-30,19.730228655078545,20.073829760752822,19.93665995597735,20.8
2021-10-01,20.374294348363893,20.109839219779754,19.986339802344073,20.0
2021-10-02,19.579084161838104,19.578770827979064,19.54768641517306,21.2
2021-10-03,20.589718628435183,19.954895968905277,20.587390627272356,21.0
2021-10-04,19.879663556604047,19.365979952028287,19.694102082322075,20.2
2021-10-05,20.302825514461592,20.303652296705547,20.10171880247619,19.8
2021-10-06,19.69839165524302,19.900698641673802,19.765609121649923,18.6
2021-10-07,19.756420677716495,20.217723755703158,20.104977423953077,18.2
2021-10-08,19.08047195547801,19.080954311808135,19.799422905351488,18.8
2021-10-09,19.050334053410477,19.156166381477707,19.556949210775116,20.3
2021-10-10,20.432752725844207,20.03164038995235,20.433304902086977,19.8
2021-10-11,19.47410965589014,19.474288013947184,19.738420469199088,19.6
2021-10-12,19.64313365198813,19.595669456697497,19.71604266037097,21.8
2021-10-13,20.775381119589515,19.87221743088924,19.97230399592135,19.8
2021-10-14,20.130190072700227,20.129650269945717,20.164536296295577,18.9
2021-10-15,20.128850411873515,20.5424960820526,20.42330761781033,18.6
2021-10-16,18.988642709219217,19.793324813467066,19.675728819314127,17.8
2021-10-17,19.56781341229366,19.56700345468242,19.56718170205693,18.6
2021-10-18,19.337173238298487,19.686917409526234,19.687446617060907,19.2
2021-10-19,20.26218276990377,20.44745501537228,20.448136575626155,20.8
2021-10-20,19.911520235149144,19.91152182284438,19.83456812301336,19.4
2021-10-21,19.95896323945095,20.144684136628314,20.171725487133976,19.0
2021-10-22,17.820030260167453,18.404120902915608,18.437732568735285,20.9
2021-10-23,19.381645443786542,19.38194274906522,18.39536251078359,20.2
2021-10-24,19.701872479379293,19.374194121873845,19.702020949751084,19.8
2021-10-25,20.33009793930196,20.162525299927697,20.295586076693564,18.2
2021-10-26,18.94390602182277,18.944008584272723,19.740307463027445,19.3
2021-10-27,19.482124964851025,19.35184802880545,19.692779507590338,18.6
2021-10-28,19.563978601980168,19.813716148761255,20.08868208630283,18.8
2021-10-29,19.981991188771957,19.98217356287748,20.540057933133646,20.6
2021-10-30,19.81959494736786,19.557419911126264,19.972029663832576,21.6
2021-10-31,20.516104023408264,19.646520665259548,20.51614491456241,19.2
2021-11-01,20.14853921018782,20.14857807658269,20.614930967153754,18.1
2021-11-02,19.43646348406556,20.146917069810545,20.36039594128748,18.0
2021-11-03,18.800949031978494,19.65877825812373,19.858363969330476,19.0
2021-11-04,18.786979198334326,18.786773826409885,19.443530735548176,20.6
2021-11-05,19.589421056924607,18.82709115402718,19.43081803498121,21.1
2021-11-06,20.211726791947136,19.256740821058752,19.757531462671345,20.2
2021-11-07,20.19332700573349,20.193513968262188,20.193644526991218,19.3
2021-11-08,19.32199507180525,19.683726406695065,19.68370797910768,19.7
2021-11-09,19.69481323792182,19.706114903205044,19.705967211429396,20.9
2021-11-10,20.204535317760634,20.20471939528661,19.780453539127183,19.4
2021-11-11,19.595843508809274,19.91087777916733,19.751271693844625,20.8
2021-11-12,20.472524845539542,20.140054852386708,20.008319227459836,20.0
2021-11-13,19.728541821614883,19.72856777959074,19.705459608569033,20.0
2021-11-14,19.668375187114872,19.559180624466617,19.66819469518859,20.2
2021-11-15,19.711607363540608,19.445658486766195,19.49447299386333,19.8
2021-11-16,20.18700168203288,20.18706322252702,20.066808870068794,20.6
2021-11-17,19.180977782078877,18.98321676911935,18.873345074079236,19.5
2021-11-18,19.887893858191045,19.69512414226605,19.609885654807705,20.3
2021-11-19,20.702833808026877,20.702796894114268,20.383512500063503,19.2
2021-11-20,19.980437908717327,20.53586622697021,20.316632526265106,18.5
2021-11-21,18.360559168312154,19.285272689673175,18.360893799809727,19.8
2021-11-22,19.64436775674995,19.64520420929582,19.11177015953627,18.8
