date,scn-1,scn-2,scn-3,Actuals
2021-10-27,24.008563410435936,24.008563410435936,24.008563410435936,23.3
2021-10-28,22.711272559149652,22.90203360822573,22.90203360822573,24.6
2021-10-29,23.628928780707565,23.251375819095745,23.251375819095745,24.5
2021-10-30,24.232061186152947,24.213495428641675,23.75950246061386,23.7
2021-10-31,23.528777491964416,23.647585745989872,23.32641401802994,21.3
2021-11-01,23.829351444472806,24.494968465080085,24.33295066835758,23.5
2021-11-02,23.745871185128802,23.772755719248533,24.06616425920432,22.9
2021-11-03,22.434352095660948,22.695644847221423,22.456764733281357,24.2
2021-11-04,23.28750165944374,22.9825723036975,22.83945049083308,25.1
2021-11-05,23.75805070999833,23.758027119351066,22.982444510221022,23.3
2021-11-06,24.07857755332191,24.184220689479474,23.70362992201749,22.7
2021-11-07,22.93367595479669,23.361717624895874,23.077040991670213,22.7
2021-11-08,23.09862722964501,23.110717482953113,23.208916518880496,24.7
2021-11-09,22.616133110392404,22.197143934213127,22.269539210186863,24.6
2021-11-10,23.48181789459372,22.702273360133304,23.490534702318154,23.8
2021-11-11,23.923500628776164,23.898342966241536,23.819459173487743,25.4
2021-11-12,24.319471880064192,23.878787404520498,23.84496737441292,23.4
2021-11-13,24.002313575425408,23.992781275191657,23.975558272287323,22.9
2021-11-14,22.77503678576056,22.77914684288079,23.053177473866224,22.8
2021-11-15,22.7942512407333,22.79915811509992,22.952331027666375,22.9
2021-11-16,22.643187865668807,22.623544171548403,22.658834138938772,24.7
2021-11-17,23.486273975931866,23.483856796490404,23.495673973129165,22.3
2021-11-18,23.763374273807063,24.072881124852742,24.086718057371726,23.3
2021-11-19,23.731708142412188,24.032999416930753,24.043971669424057,23.3
2021-11-20,23.4308508022178,23.438767489022876,23.737655415477114,24.4
2021-11-21,23.247203398752657,22.996298527000842,23.15593615498883,23.2
2021-11-22,22.008402692777153,21.87543026396766,22.023575149970142,22.4
2021-11-23,23.670957153689162,23.66388315329924,23.527738932064878,22.7
2021-11-24,22.68107026167784,22.934009768698512,22.67432728525418,22.8
2021-11-25,22.89024814130853,23.009679477328827,22.85920492956109,22.7
2021-11-26,23.087733511195694,23.0933481385503,23.121106794041218,23.5
2021-11-27,23.10495691400973,23.000015084796,23.015235352096482,22.7
2021-11-28,22.73367525131311,22.778998294821342,22.789319053986414,22.9
2021-11-29,23.1857265759681,23.18709086282708,23.169106096299096,23.5
2021-11-30,23.312636266162208,23.2271688252536,23.23505346817677,22.2
2021-12-01,22.946125637293836,23.193334325782374,22.93818918253209,23.0
2021-12-02,23.340560361855673,23.348313227094884,23.326801204515576,24.5
2021-12-03,24.03955489256537,23.736488347726148,23.723007110344277,24.6
2021-12-04,23.27396366419447,22.94370398333415,22.934981480528577,23.5
2021-12-05,23.94774932851767,23.936868856431175,23.67682665792515,22.2
2021-12-06,23.387796685124634,23.848530968466505,23.702879243064213,24.3
2021-12-07,23.682438501221576,23.702862810709732,23.567592903983197,23.1
2021-12-08,22.74489693003913,22.751472847943074,22.749688737969848,23.2
2021-12-09,23.30414790772609,23.192191367319396,23.191938973812615,23.9
2021-12-10,23.851783740072655,23.619688850959587,23.622509790558382,24.8
2021-12-11,23.772885818013602,23.77068450390935,23.38512813691504,24.2
2021-12-12,23.84218116704003,23.709889664103255,23.486939325630043,24.1
2021-12-13,23.166500235129583,23.013011450010765,22.867511000093515,24.2
2021-12-14,23.864461922794316,23.871237041180414,23.400977331758522,23.8
